Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
RSRTC - 178227,Express Non AC Seater 2+3,19:50,01:20,05h 30m,269,42 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 177697,Express Non AC Seater 2+3,20:50,02:30,05h 40m,269,42 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 193797,NON AC Seater / Sleeper 2+1,22:01,02:55,04h 54m,305,32 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 183063,Express Non AC Seater 2+3,22:20,03:20,05h 00m,270,42 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 189082,Super Luxury Volvo AC Seater Pushback 2+2,23:00,04:00,05h 00m,383,17 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:15,01:59,04h 44m,463,40 Seats available,5.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:15,01:59,04h 44m,463,47 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,01:50,04h 20m,400,39 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
FOR HANS TRAVELS,NON AC Seater / Sleeper 2+1,21:30,01:50,04h 20m,600,34 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,A/C Sleeper (2+1),22:15,02:10,03h 55m,629,29 Seats available,5.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
FOR HANS TRAVELS,NON AC Seater / Sleeper 2+1,22:30,03:20,04h 50m,500,43 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),22:45,03:30,04h 45m,648,40 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Mansoori tour and travels,NON A/C Sleeper (1+2),19:00,01:10,06h 10m,700,48 Seats available,1.9,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Rinku Travels,NON AC Seater / Sleeper 2+1,19:00,00:59,05h 59m,300,18 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),19:15,23:59,04h 44m,416,41 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Priya Bus Service,AC Seater (2+2),17:25,22:15,04h 50m,379,30 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,03:30,05h 30m,381,29 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Babu Travels,A/C Sleeper (2+1),18:30,23:42,05h 12m,399,16 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Laxmi Shatabdi Travels,A/C Seater / Sleeper (2+1),22:30,05:15,06h 45m,250,35 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),21:15,03:00,05h 45m,250,29 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Babu Travels,A/C Sleeper (2+1),22:15,04:45,06h 30m,250,24 Seats available,3.1,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),19:30,23:55,04h 25m,400,17 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,380,18 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Gajraj Travels,Bharat Benz A/C Sleeper (2+1),21:00,02:00,05h 00m,810,15 Seats available,5.0,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Ganesh Travels,NON A/C Seater/ Sleeper (2+1),20:30,02:15,05h 45m,300,25 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Kadamba Transport Corporation Limited (KTCL) - 89821,A/C Sleeper (2+1),19:00,07:10,12h 10m,900,2 Seats available,3.7,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),19:30,08:05,12h 35m,600,22 Seats available,4.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),18:30,06:00,11h 30m,910,12 Seats available,4.5,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
AdGogte Shreyas,A/C Sleeper (2+1),19:45,10:00,14h 15m,899,7 Seats available,4.0,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),18:05,09:00,14h 55m,900,12 Seats available,4.3,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,AC Sleeper (2+1),22:30,09:50,11h 20m,1000,12 Seats available,4.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Non A/C Seater / Sleeper (2+1),19:15,08:31,13h 16m,500,34 Seats available,4.2,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
AdIndumati Travels,A/C Sleeper (2+1),20:25,08:30,12h 05m,588,16 Seats available,4.1,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),21:00,10:15,13h 15m,1050,22 Seats available,4.1,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Prasanna - Purple Bus,VE A/C Sleeper (2+1),20:30,09:30,13h 00m,918,17 Seats available,4.1,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Kadamba Transport Corporation Limited (KTCL) - 89820,A/C Sleeper (2+1),19:00,07:00,12h 00m,1400,7 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Non A/C Seater / Sleeper (2+1),18:30,06:30,12h 00m,500,16 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,10:00,13h 00m,900,20 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
AdIndumati Travels,A/C Sleeper (2+1),20:45,07:00,10h 15m,950,6 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Zingbus Plus,VE A/C Sleeper (2+1),20:00,07:05,11h 05m,954,12 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),20:30,09:30,13h 00m,1020,20 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),18:30,06:30,12h 00m,500,12 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Giroba Travels (Kelkar),NON A/C Airbus (2+2),18:00,05:30,11h 30m,500,26 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,NON A/C Sleeper (2+1),19:32,07:32,12h 00m,700,13 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),18:30,05:45,11h 15m,900,13 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),18:00,09:50,15h 50m,1000,12 Seats available,4.4,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:00,14:00,18h 00m,1000,20 Seats available,4.6,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),17:40,08:20,14h 40m,1000,13 Seats available,4.3,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),19:00,10:15,15h 15m,1000,13 Seats available,4.1,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:00,09:35,14h 35m,1000,13 Seats available,4.1,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Jolly Tours and Travels,VE A/C Sleeper (2+1),18:00,07:05,13h 05m,940,13 Seats available,4.1,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,1000,17 Seats available,4.2,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels National,NON A/C Sleeper (2+1),19:05,09:45,14h 40m,800,14 Seats available,4.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Atmaram Manish Travels,A/C Sleeper (2+1),17:25,10:55,17h 30m,1000,16 Seats available,4.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Abhishek Vishal Travels,NON A/C Push Back (2+2),17:25,07:10,13h 45m,600,21 Seats available,4.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),19:30,11:20,15h 50m,1780,4 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Butterfly Holidays,VE A/C Sleeper (2+1),18:40,10:00,15h 20m,3999,32 Seats available,4.8,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Shanta Travels,NON A/C Sleeper (2+1),17:30,08:15,14h 45m,1310,3 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),20:05,12:30,16h 25m,900,33 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,10:00,16h 00m,1000,17 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Jolly Tours and Travels,A/C Sleeper (2+1),20:30,07:45,11h 15m,1390,14 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Jolly Tours and Travels,A/C Sleeper (2+1),20:30,09:00,12h 30m,1540,15 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),17:50,07:00,13h 10m,1000,7 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),19:45,11:15,15h 30m,1499,6 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Rajat Travels,A/C Seater / Sleeper (2+1),19:00,10:30,15h 30m,4625,42 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Shanta Travels,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,910,14 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,A/C Sleeper (2+1),17:30,06:00,12h 30m,900,13 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),17:30,07:15,13h 45m,1299,5 Seats available,4.6,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),17:45,07:10,13h 25m,1099,2 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),18:20,08:35,14h 15m,1344,3 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),17:30,06:30,13h 00m,1099,7 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),18:15,07:30,13h 15m,1099,8 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Butterfly Holidays,VE A/C Sleeper (2+1),17:55,06:45,12h 50m,899,10 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,A/C Sleeper (2+1),19:30,09:30,14h 00m,900,13 Seats available,3.1,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,700,17 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Zingbus Plus,VE A/C Sleeper (2+1),20:00,12:20,16h 20m,1005,12 Seats available,4.5,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:00,09:00,14h 00m,800,16 Seats available,4.5,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:00,10:30,15h 30m,1000,28 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),18:30,07:45,13h 15m,1099,6 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),18:00,09:00,15h 00m,1497,1 Seat available,4.1,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",NON A/C Sleeper (2+1),18:00,07:30,13h 30m,800,3 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),17:30,10:00,16h 30m,1005,7 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Unity),A/C Sleeper (2+1),18:45,11:05,16h 20m,1000,4 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Jolly Tours and Travels,VE A/C Sleeper (2+1),17:30,06:30,13h 00m,1799,1 Seat available,4.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Manish Travels,A/C Sleeper (2+1),18:00,09:30,15h 30m,1000,4 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,735,29 Seats available,3.4,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:30,10h 45m,899,14 Seats available,1.6,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,999,14 Seats available,2.7,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:00,10h 15m,999,14 Seats available,2.7,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,735,29 Seats available,3.2,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,04:20,08h 05m,799,24 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,04:20,08h 35m,719,25 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,04:20,09h 30m,799,25 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,850,29 Seats available,3.7,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Sharma Travels,AC Sleeper (2+1),23:01,09:01,10h 00m,1715,5 Seats available,4.4,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15,08:00,08h 45m,1250,17 Seats available,2.8,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,05:00,11h 00m,999,14 Seats available,2.7,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:30,12h 30m,899,14 Seats available,2.7,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:00,12h 00m,999,14 Seats available,2.7,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,200,42 Seats available,3.7,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,02:30,07h 30m,420,28 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,500,12 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,600,1 Seat available,3.7,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,500,35 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,02:20,05h 50m,747,8 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Travels,NON A/C Seater (2+2),18:15,23:55,05h 40m,500,27 Seats available,1.8,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,01:05,06h 15m,599,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,01:05,05h 20m,539,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,01:45,06h 00m,700,7 Seats available,2.9,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,01:05,04h 50m,599,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),17:30,23:50,06h 20m,1158,15 Seats available,4.6,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,00:20,06h 10m,945,7 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30,00:14,06h 44m,1000,13 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:35,23:30,05h 55m,1000,5 Seats available,3.0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Giroba Travels,Non AC Seater (2+2),18:00,02:00,08h 00m,2000,44 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,850,26 Seats available,3.1,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),17:30,04:15,10h 45m,1187,17 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:30,09h 30m,1550,3 Seats available,3.5,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
PVS Tours and Travels,A/C Sleeper (2+1),21:00,09:00,12h 00m,2950,36 Seats available,5.0,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,06:05,09h 50m,799,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:05,10h 20m,719,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,06:05,11h 15m,799,25 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Ashoka Travels,Scania AC Multi Axle Sleeper (2+1),17:20,02:30,09h 10m,749,11 Seats available,2.3,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,490,26 Seats available,3.7,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,600,1 Seat available,3.6,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,02:05,07h 15m,599,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,02:05,06h 20m,539,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,02:05,05h 50m,599,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
PVS Tours and Travels,A/C Sleeper (2+1),21:00,05:45,08h 45m,2950,36 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,1550,3 Seats available,1.2,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,675,29 Seats available,3.5,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,02:00,07h 00m,1550,3 Seats available,2.4,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,03:35,07h 20m,799,23 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,03:35,07h 50m,719,25 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,03:35,08h 45m,799,25 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,675,32 Seats available,3.0,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,05:00,08h 30m,999,30 Seats available,2.7,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,06:30,10h 00m,899,30 Seats available,2.7,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,06:00,09h 30m,999,30 Seats available,2.7,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,200,47 Seats available,3.1,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,505,26 Seats available,3.2,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,600,2 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,1550,3 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,02:20,06h 05m,599,25 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,02:20,06h 35m,539,25 Seats available,2.7,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
